cell_id,n_cycles,cycle_life,Qd_mean,Qd_std,IR_mean,IR_std,IR_delta,IR_slope,Tavg_mean,dQd_slope
b1c0,25,1190.0,1.050162108,0.2328620382546814,0.01604543288,0.0033073018000786,0.016572051,0.0001477609523076,30.398941981871612,0.0097340404615384
b1c0,50,1190.0,1.063358666,0.1651866283509057,0.01632425832,0.002355214431864,0.016621681,3.53006351020408e-05,30.97851992846357,0.0020062379687875
b1c0,100,1190.0,1.0697906089999998,0.1169821094902926,0.01647688882,0.0016728306004161,0.016667154,9.294473111311092e-06,31.28770985553454,0.0004412743288328
b1c1,25,1179.0,1.037350396,0.2117587994225439,0.0155371125199999,0.0045818932255699,0.016898235,0.0001663935846153,30.24617377107907,0.0101951224615384
b1c1,50,1179.0,1.0596138279999998,0.1513821647506879,0.01622508702,0.0033121626235516,0.016904702,6.196542861944778e-05,30.745152082666554,0.0026079567731092
b1c1,100,1179.0,1.070434411,0.1075891664288397,0.0165833349799999,0.0023695974412413,0.01699684,1.869190525052501e-05,31.017011163858175,0.0006476957569756
b1c10,25,906.0,1.03670392,0.2116288951954699,0.01519391908,0.0044806235651981,0.016520184,0.0001643427061538,31.937202622933142,0.010202641
b1c10,50,906.0,1.059588522,0.1513839592196852,0.01586231798,0.0032380358027849,0.016550977,6.0793267755102065e-05,32.5264227836059,0.0026474762304921
b1c10,100,906.0,1.070887572,0.1076396041437491,0.01623268906,0.0023198582954067,0.016675979,1.904891546354644e-05,32.87606916177769,0.0006671374389438
b1c11,25,788.0,1.0161635480000002,0.2074345104775348,0.0149578708,0.0044140260170582,0.016136453,0.0001438379392307,31.500508991486317,0.0099829789230769
b1c11,50,788.0,1.03846053,0.1483633933964753,0.0155508857,0.0031770370038328,0.016156863,5.3662095030012114e-05,32.07812027438441,0.0025856886674669
b1c11,100,788.0,1.049483047,0.105486571258053,0.01587671327,0.0022706323527367,0.0162715,1.685321395139514e-05,32.4317293801687,0.0006509144020402
b1c12,25,902.0,1.0379415,0.2118724079384552,0.0157741638,0.0032200987600403,0.01642056,0.0001481262523076,32.04395405317677,0.0101212547692307
