cell_id,dataset_prefix,source_batch,n_cycles,q0,q0_source,eol_80pct_q0_cycle,eol_80pct_q0_label,is_censored_80pct_q0,eol_85pct_q0_cycle,eol_85pct_q0_label,is_censored_85pct_q0,cycle_life,Qdis_N,delta_Qdis,retention_ratio,slope_linear,variance_Qdis,range_Qdis,max_drop,std_diff,skewness_Qdis,slope_ratio,Qdis_cycle10,mean_diff
hust_1-1,hust,hust,100,1.1722035333333334,median_qd_cycles_2_to_5,1352.0,1352.0,0,1192.0,1192.0,0,1192.0,1.1588485777777777,-0.014270377777777954,0.9878355236609233,-0.00012807639744381066,1.368754113345365e-05,0.014270377777777954,0.0006533777777777416,0.00025924988310011606,0.3655284694829404,0.6635213456902752,1.1700476666666666,-0.00014561609977324443
hust_1-2,hust,hust,100,1.2028930222222223,median_qd_cycles_2_to_5,2255.0,2255.0,0,1953.0,1953.0,0,1953.0,1.1883092444444443,-0.016085333333333285,0.9866444655014869,-0.00014423181172266368,1.745451792217472e-05,0.016085333333333285,0.0012167555555553378,0.0002829471154407016,0.4340801458587613,0.6012338371066309,1.2007264222222223,-0.0001641360544217682
hust_1-3,hust,hust,100,1.1646102,median_qd_cycles_2_to_5,1691.0,1691.0,0,1506.0,1506.0,0,1506.0,1.182811111111111,0.02004028888888887,1.0172349430394108,9.346328262215026e-05,2.8677913897838564e-05,0.024941800000000125,0.0006257777777778362,0.0005515128807077404,-2.2961906191232897,-0.23464316881487698,1.1749889333333332,0.00020449274376417212
hust_1-4,hust,hust,100,1.1647094777777778,median_qd_cycles_2_to_5,1355.0,1355.0,0,1206.0,1206.0,0,1206.0,1.1819802888888888,0.018496155555555394,1.0158972134003794,9.391025245654719e-05,2.7646652505286445e-05,0.024006177777777804,0.0006145555555556736,0.0005185767582396402,-2.1918105460483264,-0.24632471757891,1.1741720888888887,0.00018873628117913667
hust_1-5,hust,hust,100,1.1578154,median_qd_cycles_2_to_5,1796.0,1796.0,0,1521.0,1521.0,0,1521.0,1.1754158888888888,0.01882684444444438,1.0162779031453542,9.338644925445692e-05,2.815938581162242e-05,0.02428986666666666,0.0006221555555556701,0.000548201431559538,-2.289556196951993,-0.22578571685278706,1.1675902666666667,0.0001921106575963712
hust_1-6,hust,hust,100,1.1992192777777777,median_qd_cycles_2_to_5,970.0,970.0,0,822.0,822.0,0,822.0,1.172507111111111,-0.028838911111111365,0.9759945006870162,-0.00025416359266129066,5.4102501915882206e-05,0.028838911111111365,0.001820133333333418,0.000349452662889257,0.43102810535352737,0.6011410980376215,1.194616,-0.00029427460317460577
hust_1-7,hust,hust,100,1.1838741333333334,median_qd_cycles_2_to_5,1486.0,1486.0,0,1313.0,1313.0,0,1313.0,1.1699844000000001,-0.014799533333333281,0.9875086647303737,-0.0001307819443413654,1.4394557646531587e-05,0.014815444444444381,0.0006450222222220692,0.0002615888639999612,0.45724124742789723,0.6020302499029063,1.1817271333333332,-0.00015101564625850288
hust_1-8,hust,hust,100,1.1890426888888888,median_qd_cycles_2_to_5,1981.0,1981.0,0,1722.0,1722.0,0,1722.0,1.176328888888889,-0.013622311111110896,0.988552210282984,-0.00011767728633270163,1.1826593493988624e-05,0.013622311111110896,0.0006242000000000747,0.00025241214675943813,0.5761243226498481,0.5442975310588797,1.186275777777778,-0.0001390031746031724
hust_10-1,hust,hust,100,1.1732270777777778,median_qd_cycles_2_to_5,1541.0,1541.0,0,1370.0,1370.0,0,1370.0,1.1605730888888888,-0.013566311111111284,0.9884457406751607,-0.0001209945341853774,1.2326494081915858e-05,0.013566311111111284,0.0006263111111111108,0.0002533095750883504,0.457129030665099,0.6054460031792801,1.1710861333333333,-0.0001384317460317478
hust_10-2,hust,hust,100,1.1892812666666666,median_qd_cycles_2_to_5,1533.0,1533.0,0,1363.0,1363.0,0,1363.0,1.1910953555555557,0.004267044444444812,1.0035953342235744,-5.8207437641713525e-05,1.11303129405355e-05,0.014062133333333726,0.0006204000000000764,0.0004880724409723324,-0.5521577716637784,-1.0776097807003733,1.197222377777778,4.354126984127359e-05
hust_10-3,hust,hust,100,1.1804824222222223,median_qd_cycles_2_to_5,1665.0,1665.0,0,1467.0,1467.0,0,1467.0,1.1665861333333332,-0.014801066666666918,0.9874714516403539,-0.00012856869209096458,1.3949372410880059e-05,0.014801066666666918,0.0006326000000000942,0.00026317002548030305,0.4777418931700341,0.5977213566602582,1.1783396666666668,-0.00015103129251700935
hust_10-4,hust,hust,100,1.1818925555555555,median_qd_cycles_2_to_5,1646.0,1646.0,0,1483.0,1483.0,0,1483.0,1.1919649555555556,0.012823511111111241,1.0108752950475361,2.9696945509529386e-05,1.4758006732680855e-05,0.01953117777777802,0.0006195111111111373,0.0005669753577513552,-1.9675773106950507,-0.3899514933466723,1.1901346444444443,0.00013085215419501267
hust_10-5,hust,hust,100,1.1820678,median_qd_cycles_2_to_5,1842.0,1842.0,0,1648.0,1648.0,0,1648.0,1.1943139333333332,0.01441031111111113,1.0122131255805207,3.996149302550364e-05,1.67573716304644e-05,0.020529777777777758,0.0006318888888885432,0.0005416961858388866,-2.238976119570259,-0.3735611016665724,1.1915105333333333,0.0001470439909297054
hust_10-6,hust,hust,100,1.2300951555555555,median_qd_cycles_2_to_5,1886.0,1886.0,0,1649.0,1649.0,0,1649.0,1.2155815777777774,-0.015407755555556069,0.9874834369897957,-0.00014064359898301195,1.660041590932879e-05,0.015407755555556069,0.0006314888888889758,0.00026557225451523695,0.42856555212415265,0.6269558203774237,1.2279354444444444,-0.00015722199546485785
hust_10-7,hust,hust,100,1.1821859555555554,median_qd_cycles_2_to_5,1607.0,1607.0,0,1426.0,1426.0,0,1426.0,1.1928049111111112,0.013372244444444625,1.0113378616875497,2.3685277537288345e-05,1.6348917056449957e-05,0.02068804444444461,0.0006205777777776866,0.0005601377982172234,-1.9820042866187515,-0.4044728211932923,1.1916521111111111,0.00013645147392290434
hust_10-8,hust,hust,100,1.184438388888889,median_qd_cycles_2_to_5,1244.0,1244.0,0,1087.0,1087.0,0,1087.0,1.1694775333333334,-0.01587868888888888,0.9866042894184833,-0.00014448253116194836,1.7426398635144092e-05,0.015880155555555664,0.0006206666666666028,0.00026908791445779843,0.37092398292943757,0.667524813446654,1.1816884,-0.0001620274376417233
hust_2-2,hust,hust,100,1.2193418333333332,median_qd_cycles_2_to_5,2292.0,2292.0,0,2003.0,2003.0,0,2003.0,1.2015045333333332,-0.0187008888888891,0.9846739831275039,-0.0001672657544148918,2.3479714566109252e-05,0.0187008888888891,0.00064328888888876,0.00027971502881400114,0.44435164985652414,0.5979409350180597,1.216536311111111,-0.00019082539682539897
hust_2-3,hust,hust,100,1.1676695555555556,median_qd_cycles_2_to_5,1580.0,1580.0,0,1406.0,1406.0,0,1406.0,1.1845719777777777,0.018126155555555412,1.0155396463429591,8.921480189653023e-05,2.5331762960090168e-05,0.023073022222222184,0.0006187999999998084,0.0005037374923832402,-2.243215893454226,-0.22579655523700676,1.176199111111111,0.00018496077097505522
hust_2-4,hust,hust,100,1.1821715555555556,median_qd_cycles_2_to_5,1326.0,1326.0,0,1155.0,1155.0,0,1155.0,1.1672882444444443,-0.015775799999999895,0.986665303476949,-0.00014149299773241332,1.677292429413603e-05,0.015780866666666338,0.0006439111111113949,0.0002666427212131978,0.4179050152875465,0.6229356368696379,1.1799994000000003,-0.0001609775510204071
hust_2-5,hust,hust,100,1.1601525555555554,median_qd_cycles_2_to_5,1251.0,1251.0,0,1083.0,1083.0,0,1083.0,1.1737769333333332,0.015487800000000052,1.0133712728146116,5.223342760944082e-05,2.1418112901743273e-05,0.021821066666666722,0.0006297333333331601,0.0005401218721997338,-2.136039486073621,-0.31193498175808076,1.1686909333333333,0.0001580387755102046
hust_2-6,hust,hust,100,1.1753827444444445,median_qd_cycles_2_to_5,1432.0,1432.0,0,1289.0,1289.0,0,1289.0,1.1898830666666667,0.016061311111110976,1.0136829216489598,5.541312059370143e-05,2.1814109968469364e-05,0.021783688888888708,0.0006186222222219762,0.0005141142727772478,-2.2037651270326033,-0.296652660572899,1.1842264,0.00016389092970521405
hust_2-7,hust,hust,100,1.1830270666666667,median_qd_cycles_2_to_5,1996.0,1996.0,0,1774.0,1774.0,0,1774.0,1.1944844666666665,0.013011466666666527,1.0110129191836517,2.9507697656850964e-05,1.571995303712983e-05,0.019561777777777678,0.0006327777777779264,0.0005375611103334402,-2.096025230097467,-0.3679993706137253,1.191876311111111,0.00013277006802720945
hust_2-8,hust,hust,100,1.1767125333333333,median_qd_cycles_2_to_5,1332.0,1332.0,0,1186.0,1186.0,0,1186.0,1.1632860222222223,-0.014311222222222142,0.9878470994308638,-0.00013064359156186774,1.4266930878377082e-05,0.014353533333333335,0.0006344222222223195,0.00025674632022222674,0.3955985829370229,0.6296779064391886,1.1745423555555556,-0.0001460328798185933
hust_3-1,hust,hust,100,1.1836808555555556,median_qd_cycles_2_to_5,1747.0,1747.0,0,1560.0,1560.0,0,1560.0,1.1940708,0.01254557777777765,1.0106181210031062,2.548682388512315e-05,1.434987946828376e-05,0.01877659999999981,0.0006214444444443412,0.0005010414320006928,-1.976135302894423,-0.3883901411319796,1.1919072666666666,0.00012801609977324132
hust_3-2,hust,hust,100,1.1872680555555555,median_qd_cycles_2_to_5,2018.0,2018.0,0,1757.0,1757.0,0,1757.0,1.194298288888889,0.008872288888889024,1.0074844729986427,1.7176417233679366e-06,1.0746246614724715e-05,0.015863333333333562,0.0006171999999997624,0.00045372890651762884,-1.4941765290086488,-0.5105387859561052,1.1945814222222222,9.053356009070432e-05
hust_3-3,hust,hust,100,1.1750501444444446,median_qd_cycles_2_to_5,1507.0,1507.0,0,1350.0,1350.0,0,1350.0,1.1835836888888889,0.010070177777777856,1.0085812201414224,8.341851164724784e-06,1.3180438602328746e-05,0.017052888888889006,0.0006223111111112178,0.0004759725251573087,-1.6573778658871412,-0.506341917428328,1.1832882444444444,0.00010275691609977403
hust_3-4,hust,hust,100,1.1717724777777778,median_qd_cycles_2_to_5,1597.0,1597.0,0,1381.0,1381.0,0,1381.0,1.1565370888888888,-0.016139000000000125,0.9862374613476669,-0.00014488971785884717,1.7639856872890532e-05,0.016139000000000125,0.0006520222222221594,0.0002692372224323207,0.4523899533488268,0.586614655413145,1.169627488888889,-0.00016468367346938903
hust_3-5,hust,hust,100,1.2268752777777778,median_qd_cycles_2_to_5,2151.0,2151.0,0,1863.0,1863.0,0,1863.0,1.210358888888889,-0.0174080666666665,0.9858213591855554,-0.00016001528839413367,2.1403185177922365e-05,0.017412866666666638,0.000621266666666731,0.00027301115330452937,0.39762594624443137,0.632180574724443,1.2240836666666666,-0.00017763333333333162
hust_3-6,hust,hust,100,1.1805980222222223,median_qd_cycles_2_to_5,2226.0,2226.0,0,1961.0,1961.0,0,1961.0,1.1906575777777777,0.011920022222222215,1.010112532824666,2.8479039923053896e-05,1.3332538025973163e-05,0.01758017777777776,0.0006266888888888378,0.00045841382559581325,-2.070782384020525,-0.39474578191520937,1.1885067111111112,0.00012163287981859403
hust_3-7,hust,hust,100,1.1695147444444443,median_qd_cycles_2_to_5,2162.0,2162.0,0,1860.0,1860.0,0,1860.0,1.1578659555555555,-0.012536444444444461,0.9892887741477252,-0.00011053588895759648,1.0255819904493944e-05,0.012547555555555423,0.0006267777777777539,0.00024281259236988802,0.4186026205690734,0.6315374287574462,1.1673544444444446,-0.00012792290249433123
hust_3-8,hust,hust,100,1.1999461222222223,median_qd_cycles_2_to_5,2081.0,2081.0,0,1837.0,1837.0,0,1837.0,1.2066593777777777,0.008249888888888668,1.0068840316814727,-9.587340891901013e-06,1.120393079100499e-05,0.015868622222222184,0.0006314000000002817,0.0004708634400450702,-1.247622032922287,-0.5886950855868449,1.2069582,8.418253968253743e-05
hust_4-1,hust,hust,100,1.1805513222222221,median_qd_cycles_2_to_5,2000.0,2000.0,0,1744.0,1744.0,0,1744.0,1.1664406222222221,-0.0149982888888891,0.9873050660953907,-0.0001337458673812868,1.5005050840317783e-05,0.01499997777777784,0.0006577555555558057,0.0002611838101227962,0.43180023164698605,0.6031778817061864,1.1784068444444444,-0.00015304376417233775
hust_4-2,hust,hust,100,1.1805207666666666,median_qd_cycles_2_to_5,1616.0,1616.0,0,1446.0,1446.0,0,1446.0,1.1909534000000002,0.01075360000000014,1.0091116775312114,1.910763856250662e-05,1.3955402783276477e-05,0.017469422222222253,0.0012506666666667332,0.000614408714729326,-1.9471724979127627,-0.4006466199075085,1.1899650444444445,0.0001097306122448994
hust_4-3,hust,hust,100,1.1736735777777778,median_qd_cycles_2_to_5,1042.0,1042.0,0,927.0,927.0,0,927.0,1.1591494444444443,-0.015448155555555676,0.9868481294738252,-0.00014227257362741863,1.688551831825648e-05,0.015448155555555676,0.0006345111111110135,0.0002629665212996818,0.37637590432537726,0.6418307201928555,1.1715677111111111,-0.00015763424036281302
hust_4-4,hust,hust,100,1.1696305,median_qd_cycles_2_to_5,1355.0,1355.0,0,1195.0,1195.0,0,1195.0,1.1562549777777777,-0.014257066666666596,0.9878198035344152,-0.00013042476602760723,1.4261985156617724e-05,0.014269622222222056,0.0006289555555554216,0.0002555413786195256,0.4255651221347647,0.6009280331540842,1.167478088888889,-0.0001454802721088428
hust_4-5,hust,hust,100,1.1926497444444444,median_qd_cycles_2_to_5,1376.0,1376.0,0,1212.0,1212.0,0,1212.0,1.1776060222222222,-0.01595219999999986,0.9866347533760864,-0.00014354281728852289,1.7313528811111784e-05,0.01595219999999986,0.0006411555555554393,0.00026870806926895975,0.45099467718172204,0.5947072015419592,1.1905387555555556,-0.00016277755102040676
hust_4-6,hust,hust,100,1.1686031444444445,median_qd_cycles_2_to_5,1247.0,1247.0,0,1081.0,1081.0,0,1081.0,1.1535134444444444,-0.01598208888888908,0.9863342027110301,-0.0001424901551569971,1.69646245263981e-05,0.01598208888888908,0.0006431333333332123,0.0002638466985440526,0.3906787144204269,0.6426490070502353,1.1664662666666668,-0.00016308253968254162
hust_4-7,hust,hust,100,1.2258499999999999,median_qd_cycles_2_to_5,1811.0,1811.0,0,1572.0,1572.0,0,1572.0,1.2110443111111113,-0.015673377777777553,0.9872233212908392,-0.00014664873744243587,1.802380904051963e-05,0.015673377777777553,0.00064564444444426,0.00026351854802677914,0.4247121750867458,0.5977575255088563,1.2236761111111112,-0.00015993242630385257
hust_4-8,hust,hust,100,1.1820632111111111,median_qd_cycles_2_to_5,1539.0,1539.0,0,1383.0,1383.0,0,1383.0,1.1974852444444446,0.016972755555555885,1.0143774468422022,6.497658159831502e-05,2.093764452327009e-05,0.021954711111111358,0.0006322666666667143,0.0005649420428973546,-2.3352035786889345,-0.2643969151023362,1.1909160222222221,0.00017319138321995802
hust_5-1,hust,hust,100,1.2031253666666668,median_qd_cycles_2_to_5,2114.0,2114.0,0,1817.0,1817.0,0,1817.0,1.1882996444444442,-0.01635651111111147,0.9864222574751479,-0.00013416469126639911,1.5250383370383466e-05,0.01635651111111147,0.0012270222222223737,0.00030126371590021657,0.5039210058397494,0.5987744875714536,1.2003732222222223,-0.00016690317460317828
hust_5-2,hust,hust,100,1.1688792222222222,median_qd_cycles_2_to_5,1753.0,1753.0,0,1566.0,1566.0,0,1566.0,1.1875263777777778,0.019565066666666686,1.016751468118455,0.00010637181749468116,3.064182025894868e-05,0.025081222222222088,0.0006235111111110303,0.0005835547349015545,-2.307925466790488,-0.2131687315159402,1.1795732666666667,0.00019964353741496618
